reviewText,incentivized_999
This is a women's small compact wallet.  It is very well made.  It actually looked better in person in my opinion.  It looks more high quality than the picture presents.  It as storage for credit cards and IDs.  It also has a place to put paper money.  It is limited in size and the money has to be folded.  It has a different zipper area with two areas to put change or small items.  This would be great for anyone wanting  to carry a small purse. This would fit great in a small purse.  I received this item for a discounted price in exchange for my honest and unbiased opinion.,1
I like the light color and intensity.  The metal baffles are very thin and therefore difficult to push flush with the ceiling because they flex.  A really nice value LED retrofit nonetheless.,0
"This is the third mount for my Saiga. I wish I would have just bought it to begin with, and not wasted almost as much money on two UTGs (crappy quality and design). Make sure to read the instructions for adjusting the tension. Great design, and great manufacturing quality. Took it to the range, removed it several times - holds zero no problem, and very solid (I was shooting .308). Well worth the money. And US-made.",0
"Great quality cushion that comes well packaged. I'm very pleased with this purchase.

Disclosure: I received this product at a discount in exchange for my honest review.",1
"This flashlight is adorable - but its cute looks are very deceiving, as it also packs an extremely bright light!! It comes with an attached pocket clip, as well as a lobster clasp attached to a short key chain for convenience. The actual flashlight is only about 2.5"" long and is powered by 1 AAA battery (not included). The battery gets inserted by unscrewing the head of the light. However, as others have mentioned, the twisting/untwisting of the light's head also functions as the ""On/Off"" mechanism. I'm not a big fan of this particular design, and loosening the head (to turn it to the ""On"" position) in order to use the light seemed rather counter intuitive to me. In my experience, flashlights with a twist-type power mechanism usually have a solid endpoint when the flashlight is both on and off. For this light, you essentially  have to ""guess"" (for lack of a better term) the degree to which to turn the head in order to both ensure that the light is firmly on and won't flicker, while also making sure not to turn it too far as to make the head loose enough to potentially fall off during use. The other issue with this mechanism that I came to realize after carrying this light on my key chain for a few days is that even in the ""Off"" position, if you apply just slight  pressure to the light's head, the light will also illuminate. This was not only annoying/distracting, but also creates the potential for a shorter battery life (ie, if my keys were buried at the bottom of my purse as they often are, the light may be on for hours at a time without knowing it).

With that being said, this light does have several positive features. When clipped to my key chain, I didn't even notice the fact that it was there because of its impressively small size and light weight (I think the AAA battery may actually weigh more than the flashlight itself). After inserting the battery, I was more than impressed by the incredible bright light that such a tiny little tool could project. If I were out hiking/camping at dusk (or digging through the dark mess of my car trunk), this would certainly be the type of bright light that I would want with me. Also, as mentioned earlier, it is convenient to carry either by the pocket clip or lobster claw key chain clasp. Overall, I do think this is a great mini flashlight despite a few quirks in its design.
*Sample product received in exchange for an honest, unbiased review.",1
When I first got this product it worked perfectly fine with no problems. Now the screen glitches a s*** ton. Like I can barely swipe or type half the time after getting it 2 days ago. If you have the money get a better screen or replaced by someone,0
"I can't begin to tell you how many houseplants I've murdered in my life, mostly from overwatering.  Ugh!  I found the Jellas Moisture Sensor Meter, Indoor / Outdoor Soil Water Monitor, Humidity Plant Care Hygrometer for Gardening, Farming and hopefully this hygrometer will prevent more houseplants from senselessly dying.

This cool tool measures the moisture level of a plant at root level, which is where drowning occurs.  It's very easy to use.  You just insert the probe into the soil, and the sensitive dial will tell you how dry or wet the soil is, even at the bottom of the pot, and you can tell if it's needing water or not, EVEN if the top of the soil feels dry.  It takes no batteries to operate, and it's accurate.  When you're done checking on your plant friends, simply remove the probe and wipe it clean to store.

The package even comes with a handy list of common houseplants and their watering needs.  I don't recognize many of the names, but I did find a few familiar ones.  It's really simple, though, to research how dry your plant needs to be between waterings, and to only water when the hygrometer shows you that the soil is at that level.

I can't wait to try this on our houseplants, our potted garden, and our greenhouse plants.  It should also be useful when we're starting seeds indoors, when they're most at risk of rot.

I received a discount on the Moisture Sensor Meter in return for my honest review.  Plants worldwide are rejoicing.  Thanks for reading!",1
I purchased this ring for my husband. Because of his profession he is not able to wear his gold ring and i have been on the look out for a high quality ring that he would wear that would stand up to the noramal wear and tear that he would put it through on a daily basis. We have had this ring for a few weeks now amd so far it has withstood all of the things that he has put it through amd it still looks like it did the day we got it! I am very impressed. I did receive this product for free or at a discounted price in exchange for an honest review.,1
way too big the corner of the toes are killing me i had to tighten them and they still hurt they fit way too loose once tighten the corner still hurt,0
"Most of the shields did not fit the watch properly. The screen protector was too small like the others have stated, the bezel protector is unusable, not only is the diameter too small but it will only cover have of thickness needed to cover it. If the protectors were properly sized, this would be a good product.  An honest review from someone who paid full price for the product.",1
Great phone case,0
"I received this product about a week ago.  I did test the product in the sink and it certainly is waterproof there.  I also own a note 4 phone, which is a larger phone and it fits perfect, I tried operating my device and it also was a whiz.... no problems so far.  I plan on taking a cruise towards the latter part of the year and I guess that will stamp this product to be awesome or not.  Love the color I choose, and the product seems to be made really well.",1
"I absolutely love this feeder!  I have become a bit of a back yard bird enthusiast recently as we moved to a new house and the back yard lends itself to the hobby.  I had an older antique looking feeder I was using, but it wasn't red and the birds just weren't really interested in it.  The hummingbirds were coming to eat from the day lilies in our yard, so I knew they were around.  I saw this red feeder and decided to try it out.  I love the look of it!  It is incredibly beautiful.  The bright red globe is thick and strong, so even though it is glass it does not seem particularly fragile.  The color is a deep and lovely red.  I love the little posts for the birds to land on and I've already seen 2-3 birds at it resting and eating in just a short time! I hope they tell their friends!  I would absolutely buy from Grateful Gnome again.  The item was packaged perfectly in a nice box and was well protected during shipping.  I am thinking about getting a second feeder for another tree in our yard.  I cannot recommend this enough!

*************I received this item at a discount in exchange for an honest review.  If you look through my other reviews, I will totally give a bad review if the product sucks, even if I got it for free. This thing rocks!***************",1
"Love this product I received for a sample review..It will be very useful when making many desserts pies and pastrys. Very easy to understand and read all measurements are on there to make whatever pastry perfect in size ..taking guesswork out of how it will come out and look. A baker delight! Easy to use washes off easily rolls up for storage , would buy again as a gift and recommend this for any baker or even for teaching children how to bake!",1
"This shirt arrived on time and was packaged well. It arrived in new condition with tags. I chose the blue colored shirt and it is pretty true to the color in the listing's photos. It might be just a slightly darker shade of blue, but it is a really pretty color. The first thing I noticed about thw shirt was how soft it is! It is a polyester and cotton blend and super comfortable. The material is very breathable but not thin. The seams are sewn well and even. The letters across the front of the shirt are solid and not peeling.
I normally wear a size 8-10 or a large shirt. I ordered the large and find it pretty true to size. It is just a little shorter than I like my shirts, but not short enough to make it not fit or cover everything ;) The material is stretchy and has a flattering fit, a little wider on the bottom. I did not notice any shrinkage after washing, but I let it air dry. I did not want it to get any shorter in length.
I received this shirt at a discounted rate on exchange of an honest review.",1
"This bag is fairly large and can hold a bit of stuff for a long weekend.  I really like the large oppening for the main compartment which allows easy access for getting things in and out of the bag.  The inside has a large compartment for a laptop or tablet and is well cushioned on front and back.  The laptop compartment is also raised from the botton of the bag by a few inches so a drop is cushioned by that space. There's a drawstring that can quickly close the main compartment along with a large flap that securely protect your stuff from the element with two magnetic clips that is made to look like buckles.  The smaller compartment on the front is also handy for smaller items and has a zipper along with a flap.  This bag feels very durable with the heavy nylon fabric.  I like the construction of the bag as well as the padding for the shoulder straps and the back support.  My only negative review about this bag are the black and white straps that rungs down the bag.  I thought they were nylon or some kind of fabric but it turns out that they are made of a durable rubber which seems fine but I would have prefered some heavy duty fabric like the rest of the bag.  I highly doubt this makes the bags any less durable.  Overall, the backpack is very useful and practical for a long road trip.  This backpack was provided at a discount for my honest review.",1
Good Quality!!! Everything as advertised!,0
I used them for a round of golf and they fitted just well they are very confortable and hope when its needed they keep my feet dry.,0
I just love this new robe!  The color is rich and the material is soft.  This robe was ordered for a guest who will be renting my home this summer.  I'm sure she'll appreciate how nice and warm this robe is.,0
One out of 3 worked after one week,0
"I got this solar charger for my brother who loves to travel a lot. I got it for him because he just finished going to school to be a tour director and I thought this would be a good item for him to have. He really loves. it works great and charges relatively fast for what it is. We haven't used it as the solar charger yet but we have used it with the charging cord and it works nicely. Our favorite thing about this is that it can be charged by solar power so if there is a power outage or when camping or in a emergency we can charge our phones and other devices. This is a great charger and I would buy it again.
I love reading Amazon reviews and always read them when I'm thinking of getting a product, it doesn't matter if I'm buying from Amazon or not. I look at reviews for everything. So I appreciate a good review and love to provide them myself. I received this solar charger at a discount in exchange for my honest and unbiased review. This is my own opinion and I was not influenced in any way other than the quality of the product to write a good review.",1
I love my new computer it arrived brand new in the box,0
Didn't know what to expect. Don't usually order shoes online but they fit perfectly. Wore them all day to break them in and had no issues. Super comfortable. Highly recommend.,0
"This bowl and stand feeder keeps it nice and simple, which is just the way I like it...I have two cats, but only one can really feed at a time no matter how big the bowl is.  In the past I have had the tendency to put bigger bowls of food and water down for its saves time.  But I still tried to change the water daily which led to a lot of waste.  These bowls are considerably smaller than what I was using, but the water lasts at least a day, and there is much less waste.  Also, the food dish is perfect for my two cats.  I fill it about every other day.  The small size is actually perfect for me for my home is small and space is at a premium.  No back room or entrance way here for the food dishes, just the corner of the kitchen floor.  Not only does it fit well but it looks much better than just random bowls of what not...As for the quality of this, it will last forever less you drop one and it breaks, or you accidentally step on it and mash it out of shape.  The bowls are not thin at all but thick with a fine quality to them.  All around I find these excellent for both the quality; looks, and the price they are asking.  Highly recommended...

Free sample provided in exchange for an honest and unbiased review...",1
"This portable power pack is the best bang for your buck.  I charged it fully which took no time, (it had 3/4 charge when I got it). I have charged my Note 5 3 times from fully dead to full and it still has charge left. I highly recommend this.",0
Everything was nice but the mouse wheel is starting to have a problem. But it's all ok,0
"My wife and I both recently got Fitbit Charge HRs and are loving them.  The one thing about the stock charging cables that came with them is that they are so short.  I found these so we not only could have some normal length charging cables, but also so we could keep the stock ones as back ups in case any of them ever stopped working or we lost one, or whatever might happen.  So far, they have been doing just as good a job of charging the Fitbits (meaning it takes pretty much the same time to fully charge them as the stock cables).  The only thing is that plugging the cable into the Fitbit proves to be a little more difficult, due to the fact I think they are just a little too tight.  However, despite being more difficult to plugin and remove, it's also nice that when it gets bumped while being plugged in now, the cable doesn't detach (which I noticed was an issue on both of ours with the stock cable).  Overall, I'm very pleased I found these and I would recommend them to anyone with a Charge HR, whether you're looking for a replacement cable, or to find a longer cable, or just to have a back up.

I received this product for free in exchange for my honest review, but that didn't change my opinion of the product.",1
"I had been looking for a while for some kind of shelf/rack/organizer that would hold all of my kitchenaid mixer attachments. I have pretty shallow kitchen drawers that don't hold a lot, especially the big whisk! This organizer holds them all pretty conveniently. It also has room to store some more stuff too, which is a bonus to me.

The hooks slide so you can put them where you want them. The two ""cup holder"" looking things come out too so you can use them to hold things when eating outdoors. They're also easy to clean.

The only problem is that it was pretty difficult to hang up. My fianc did it and did not have the easiest time. Also, he didn't think it would hold much weight, much less hold itself, with the equipment it came with to hang up. But, he was wrong and it is sturdy! It has done a good job of holding my kitchen tools. I received this rack as a sample for evaluation and review.",1
"Love it , love the color its a bright pink . It grinds my buds perfectly,  some overgrind and this works great . The pegs where it gets grinded are a little close together but was still a great buy . Comes with 2 cute plastic scrapers in the keif storage.

I received this product for my unbiased and honest review.",1
Pretty and comfortable!,0
"The corset is very cute! It is well made and fits me nicely. The material is very soft. It is easy to figure out how to get on if you haven't worn them before. The one thing that I dislike is the fact that the string in the back is sooo long. I guess that is to make up for different sized women. The point in a corset is to tighten it as much as you like and with that I have way too much string left over. The g-string that comes with it is not the right size for me, any bottoms I get have to be a different size than the top. Otherwise its beautiful and fits nice. I received this product at a discount for my fair and unbiased review.",1
"I purchased these at my local Best Buy store because I was impatient and didn't want to wait 2 days (thanks price match). Overall I am pretty impressed.

I wanted an over ear headset over my in ear headset because they were really quiet and just not as good as I wanted. I picked these up and I was paired within 10 seconds of taking them out of the box, the NFC is a really nice feature.

They sound great; 30mm drivers aren't as good as it gets, but for this price it is well worth it.

They fit snugly on your head and don't fall off during movement. They might get a little uncomfortable with extended wear, but I don't plan on using these for more than an hour at a time. The buttons are very easy to reach and respond well. I have not and probably won't ever test the mic.

The build quality isn't all that great, but for the price it's still well worth it.

I definitely recommend these to anybody looking for a bluetooth headset under 100$.",0
"These are great cookie sheets, use them to bake frozen french fries or tator tots to avoid frying the in oil.",0
"Excellent product, prompt shipment. AAA+++",0
Easy to install,0
My husband LOVES it!,0
Good little cheat sheet that can be attached to badge,0
"These are awful. I have put off doing this review because I didn't even know how to describe how these do not fit. I am 5'3"" and the crotch on these scrub pants hang quite low. I am used to having long pant legs... but low crotch is a new issue for me. The fabric is actually a pretty grey and I do like the color. I just wish these fit better.

I have received this product at a discounted price or free in exchange for an honest and unbiased review of the product. I provide my product review as though I paid full price for it. The views expressed here are my own, based on my personal use and experience with the product, and are unbiased and honest reviews. Any feedback, positive or negative, regarding this product is based on my personal experience with the product. I use reviews when purchasing a product and take the task of reviewing products seriously because I rely on reviews when deciding to make a purchase. I hope my reviews help you decide if a product is right for you or not. If you found my review helpful, please select yes on the bottom!",1
"The first thing I noticed about my set of stools is that they are tiny! I guess I expected something bigger since the weight limit for the larger one is 200 lbs. That said, they do hold the weight recommended. The construction is nice and strong. The stools fold and unfold in a snap. The colors are nice and bright too. Do not think you can sit on them unless you are tiny. I have decided to give my set of camping stools to my nephews. They will have a blast with them and they are young. My husband doesn't feel they are of a size to be useful to him.

*I received this product in exchange for my honest review. My opinions are my own.*",1
This is my third pair of Dr. Martens shoes. It's made in China but so far I do not see any difference compare to my 25 years old English made boots. I guess only time will show if Chinese boots will last this long.,0
"I was provided this item at a discounted price in exchange for my honest & unbiased review. This arrived 1-day before I left on a 2 week vacation to wet, cold Alaska. Having a waterproof bag that could hold jackets, sweatshirts and the like was really important to enjoying the vacation more.

+ Great amount of room in this bag. 40L!!

+ But that's not all...you can unzip underneath and the bag becomes longer, so you can stuff more liters of items into it. Wow. I've tested out 30+ bags in the last year and none have expansion like this one.

+ Green looks nice and masculine, but truth be told it's a backpack and the green could be neutral colored too.

+ Solid stitching that doesn't look like it's going to come undone anytime soon.

+ Lots of straps for added items on this backpack. The rear straps are perfect for a small sleeping bag or sleeping mat to be slid between them and then the straps cinched tight to carry it.

+ In the picture I have a 15-inch Dell laptop in here. As you can see there is PLENTY of room for a larger laptop...or two. Thus no issues with having the space to carry my devices or take them on a trip with me.

+ Nice addition of the audio cable port for one's headphones.

+ A great amount of padding between the bag on one's back. Also, since the padding is nice and thick, it helps encourage airflow, which is nice in keeping things cooler.

+ Typically the larger the backpack the more you pay. But at the time of this writing, $37 for a HUGE bag that is waterpoof/resistant is lower on the price range. This is great for customers.

OVERALL: I cannot think of anything I would improve on this bag. Because it is so large, my next trip, this one is going with me...again.",1
"Basic!!! I am addicted to the water and shopping, which is why I own a ridiculous amount of different types of water shoes. With that being said I would like to think of myself as somewhat of an expert. I received this product at a discount for an honest review and out of respect I will not post other products, but I will definitely give my honest opinion.

These are very close to the design that we have had for decades with a few improvements. I like the top material and how it is put together. They used a comfortable mesh on the top part and I like it a lot.

The problem with these are not typically the top as much as the bottom. I think the worst thing a water shoe can have is a removable sole. Often, it will move around when you walk and sometimes even slide partially out. This moving sole is not comfortable or safe. They need to glue it or sew it in so it doesn't move. The fit is usually also too loose, no matter what size you get. When you get water in them it feels like you have ziplock bags on your feet filled with water until it finally drains out.

I understand the sole is for comfort because they make the rubber bottom thin so it can be flexible and bend in half for storing, but I don't think this is necessary. When I say this I am talking about the rubber bottom. I prefer a solid bottom, which offers more support and comfort at the same time. These types of shoes typically do not bend, but it is well worth the extra luggage space. When your climbing around sharp slippery rocks you tend to want a solid shoe you can trust.",1
Good deal..the right price. Just what we needed!!,0
They look good but they are not as comfortable as you expect they to be,0
"<div id=""video-block-R3N2EM6C9K59D9"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/B1Uda%2ByqqUS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/51BIuvFl2GS.png"" class=""video-slate-img-url"">&nbsp;When you purchase this, you will be getting 3 of the same flashlights. Each flashlight requires 3 AAA batteries for it to operate. In the video with this review, you will see there are 3 different settings for the flashlights. There is the regular light, a dimmer light, and a strobe light. With each light setting, you can create a range of light focus from narrow to wide. In the video, I was standing 15 feet away from the wall when I recorded.

Pros:
- Light and compact. Perfect for walking, running outside. I would say it is ideal for storing in your car in case you have car issues, need to pull over,
  and want to be seen.
- 3 different light settings
- The range of light focus from narrow to wide and everything in-between
- Easy to change the light settings, just hit the button in the back.
- Seems to be put together with integrity, I am betting it will last a good amount of time.
- Batteries are easy to install
- Great price for getting 3 separate flashlights

Cons:
- The part you turn to switch the light focus seems to get stuck every now and then. But is easily fixed with an extra try.
- If you want any of the 3 light features, (normal light, dimmed light, or strobe) you have to turn the on/off button until you reach the desired light feature. It would have been nice to have a click setting that would let you stay or easily switch to another light. This is just a small complaint. But, with only 3 light features, you can quickly get to the desired one.

Overall, I would recommend buying these flashlights. I feel they are a great quality flashlight for the price being asked. I received the product at a promotional discount for my honest review.",1
It looked amazing in the picture but the material quality is very poor.,0
"Very impressed with this product. It is bigger than I expected and very functional. You can store spices in it that you use in everyday cooking or keep it close by with different spices when trying new dishes. Very practical. Made of acrylic. Also comes with a spoon . All the compartments also have a cover. Can be kept on a table with salt, pepper, sugar and something else that you may use everyday. Keeps dust and dirt out as well as too much air. Spices or whatever you use it for will stay fresh. I received this product for free in exchange for my honest opinion.",1
"Attractive design, high quality workmanship. Works great hot or cold. I am updating my review. After 2 weeks it cracked. I had been putting boiling water in it, letting it steep then putting in the refrigerator for iced tea. Don't buy this product thinking you can use it to make iced tea.",0
Worked as it should. Will definitely shop here again,0
"Pros
- These gold- and silver-toned hoop earrings were larger than I expected, but they were lightweight and comfortable enough to wear all day.
- Shiny and pretty.
- The posts are nice and thin.

Cons
- They are a little larger than I prefer wearing.

I often depend on others leaving honest reviews when I need to order a new item.  I find that one of the most difficult things about ordering online is that I cant hold or touch the products before buying them.  So, I love reviews from others who have touched, inspected, and used the item Im thinking about purchasing.  I strive for the same in leaving reviews for others  to leave a review that will help others make an informed decision (never to inflate the product's quality). I received this item at a discount or gratis from the manufacturer or a seller to objectively test and review it, but received no payment and have no obligation to offer anything other than my real opinion based on my experience.  Amazon's ""Verified Purchase"" indicator shows that this review matches an actual product ordered and delivered from Amazon. If you have found this review helpful, Id love if youd indicate that below.  Also, feel free to ask any other questions about the product that I haven't answered.",1
This giraffe cam is a super saver and can allow you to get in places you couldn't before. Times before I could never see what kind of noise my car was making because of it being hiding behind tons of parts. Now its a breeze I just hook this cam on my phone and start to search in small places looking for the problems. I don't waste time taking of every part just to look for the cause. I just pull out this cam and start to shimmy it around. There is a built in light around the cam so you can see in dark places. Only thing I wish that it wasn't a 2 megapixel cam. But other than that this cam is beast and I recommend you buy this especially if you're a repair guy. I left a few pics so you guys can take a look at. Disclaimer this product was received at a free or discounted price in exchange for my honest and unbiased review thanks,1
"I was so excited to receive this product. I drink a lot of wine and am always concerned about it going bad in a day or two when I recork left overs. This product says I don't have to worry about that so I put it to the test. The product came wonderfully packaged and individually wrapped. They also included some directions (not a lot of products do this). I popped open a bottle of wine and used the stopper.

First thing to note when doing this is to make sure you insert it completely vertically or you will not be able to get the air out of the bottle. Once the pump was inserted, I pushed the center button down a couple of times and the stop wouldn't rise again. The instructions say that means the air is all out of the bottle.

Next, I pulled off the stopper, poured a glass, and then put the stopper back on. This time I had to pump about 4 times before the top stopped rising. I also tested putting the bottle back in my wine fridge and holding it upside down. No leaks!

Final feature which was a bonus for me. There is a dial at the top that lets you select the date you opened the wine. This way, you know exactly how long it's been open instead of doing a yucky taste test. I was able to set the dial to today's date and other dates. The dial didn't move back after setting it.

I love this product. I will be buying more for friends in my wine club as gifts.

I hope you have found this review helpful to you. I have the opportunity to purchase this product at a discount or for free in return for my honest and unbiased opinion. I am under no obligation to provide a positive review and I receive no incentives or rewards. This item was used and tested before I reviewed it. My comments are sincere and are my own opinion, or that of the family member I got it for!! Thank You!

Disclosure of Material Connection: As previously mentioned, I received one or more of the products mentioned above for free or at a deeply discounted price in the hope that I would provide my thoughts and feedback in an honest review. Regardless, I only recommend products or services I use personally and believe will be good for my readers. I am disclosing this in accordance with the Federal Trade Commissions 16 CFR, Part 255: Guides Concerning the Use of Endorsements and Testimonials in Advertising.",1
"This DVD set is great for the beginner or experienced workout trainee. Many of the exercises are done with no equipment and most can be done with bands or handheld weights. Only a few require an overhead bar. I received this set at a reduced price in exchange for my honest opinion and i really think most people can complete all the moves the trainer shows. He is not as in your face as a lot of trainers although he does seem to focus on training men more than women. This makes sense because the exercises seem more geared to men, but women can do them as well. I am over 50 and have physical disabilities, so I cannot fully do every move shown, but I can still get a lot out of this set and work toward being in better shape. They also talk about proper nutrition to maintain a healthy body. Al in all this is a very good set for training your body.",1
This is really well made. It was a big hit at the shower!,0
"Great pair of ASICS at a very reasonable price. These are my go to everyday exercise shoes from running, cross training to volleyball. *I have a normal arch and step and these have the most comfortable support for me.* True to size.",0
"We have only had this collar for a few days and at this point I am willing to give it 5 stars. If anything changes I will come back and do an update. With 4 dogs in the house you can guess the barking gets out of control  sometimes. One boy in particular  is  a constant  barker (JRT).OVER THE LAST 3 YEARS WE HAVE BOUGHT AT LEAST 4 COLLARS OR OTHER ITEMS THAT PROMISE TO DISCOURAGE NUISANCE  BARKING. We've  had a citronella spray collar, which you filled with spray cans you bought  separately.  The idea being when he barks he gets sprayed in the snout,  this annoys/distracts the dog and therefore stops  the barking,  right? WRONG  .THE  dog quickly  learned that  5 quick barks would empty the collar and then he could bark without spray.that collar was middle of the road price  wise, but then you had to buy batteries and refill spray. We tried the spray horns that make a loud noise  which all the dogs became immune to. Honestly if I  listed everything we tried you'd  be amazed we haven't  given up yet. I have to admit I was a little Leary about trying a shock collar again. We had a bad experience with one shock collar that would go off without warning or barking this would really confuse the dog so we had to stop using it. I like the bark prevention collar it seems to be working really well. It does not have an adjustment for the static shock however there is an adjustment for the sensitivity level so if the dog is barking and the collar isn't shocking you can increase the sensitivity if the dog is barking just a little and the collar is shocking you can decrease the sensitivity. We were quickly able to find the perfect level for our Jack Russell. The thing I like the very best about this collar is that it gives a warning beep and the beep is loud enough that everyone can hear it , our boy has learned when he hears the beep he will get a shock. Barking  has decreased by about 90%. This collar comes in a  small box , it has a plastic piece with the testing light so you can check if the collar is working properly the instructions are easy to understand. For the price of the collar it is definitely a good buy. I have bought collars for 3 times as much that have not worked as well. If you're looking for a collar for your dog, especially as a first time user try this one. I should include that I received this collar at a reduced price for giving an honest review. If anything changes in the future I will come back and post an update.",1
"Inside a pretty glass vase, these artificial Red Roses look very close to the real deal. Of course, there is no rosy scent. What I like the most about the roses is they look more natural than other bouquets I had in the past.

Theses roses are great for parties, weddings or get together situation. And no need to oder fresh roses...

To clean and freshen the roses, I lighty water sprayed this, so ok them out and they are ready to use again.

Flowers provided for reviewing purposes. This review is my own personal opinion after testing this item.",1
"I received one of these units as a review sample and I really liked it. This was very easy to install. Simply screw the wire adapter into the light socket and snap it in. The rotation worked well and it is very bright. I put this in my kitchen (will be ordering more) and was able to aim it to get the best overall light in the kitchen. It seems to be the perfect amount of directionality for me. The light disperses over a wide area but there is a definitive bright spot in the center. This is great for my kitchen because I can put stronger light on prep areas or the stove without making the entire room too bright. The dimming works great as well. I did not get any flicker and the maximum setting was brighter than I expected it to be. The color is the same as other 2700k bulbs I have so I did not have any problems with mismatching light colors.

I attached 2 photos, one with the light pointing at my stove, and one without. I'm not sure how well it comes across in the photo, but when cooking the hood actually blocks working light heavily. With the directional light pointed at the stove, it can get under the hood and lights up the cooktop very well. You can see the white rings on the rear ""burners"" in the photo with the light pointed at the stove. The backsplash is also much more visible. The downside of my cellphone camera is that the area almost looks too bright like there is a spotlight on it, but it does not come across that way in person.",1
"I really love these shorts; got them in black.  They are a great length and not as tight as shown in the photo.  I don't understand why some of the colors are priced at $60?  I wish these came in more colors, especially a light tan color.",0
"Love all the pouches and storage space, but it BARELY fits my 17"" HP Zbook. They might call it a  ""snug fit"" though lol.",0
great,0
"Avoid! Too slow .. Stop working! Sandisk needed be rename scamdisk , I have iPhone 6s+ . I hardly write reviews but very frustrated with this junk...",0
"I bought this for my 60 gallon so I run it on the lowest setting. But wow. I ran a vortech mp10 for a little over a year on my tank. It worked alright  but even running on max it didn't provide the best of flow. To top if off I had one mp10 die after 6 months, get replaced under warranty and then turn around and die 8 months later again. At this point after the sub par performance, the incredible noise of the dry side and wearing out so quick for the money I decided to take a big step up. The xf-150 is amazing. Like I said earlier I run it at 10% and its made an amazing difference in my tank. The increased flow over the whole tank has made it so nothing settles and more gets filtered out so my nitrates have dropped and every piece of coral I have has perked up and started growing again. I really can't say enough how much of a difference switching from a Vortech mp10 to the Gyre XF-150 has made. Probably the single best purchase I have made for my tank besides my Maxspect Razr light.",0
very well made and solid. Would buy again.,0
They stretch out after a little while and the spices fall out.,0
"Ok I already love these. They look good with everything and the different sizes are GREAT! I wear them on a regular basis and it goes with everything. These are subtle but extremely versatile if you like simple jewelry without a lot of flash and dazzle. I would happily purchase these again or other products from this seller.

I have acquired this product for free or at a discounted rate in exchange for my fair and honest review. I rely on these kinds of reviews when making purchases. Nothing has been asked of me other than to give an honest opinion of the product. I do not treat any product that I have received with bias in a favorable or unfavorable direction and merely report on what I observe when using the product. If you found my review helpful please let me know in the comments or through helpful votes.",1
Workso perfectly!,0
Amazing Product. Works better than even expected! Second time buying the shirt. Will continue to do so.,0
It's perfectly solid and seems to do that job while looking nice.,0
"I didn't want to invest too much money is a bathing suit for my postpartum body, so this one did the trick. It runs small though, so I ordered a size up.",0
Love this pillow. Nice and comfortable. Will buy again.,0
"This is by far the cheapest case I have ever laid my hands on. It feels like the packaging for a faux case that would be a display. The material it's made out of is so flimsy I could bend the entire case in half and probably snap it with minimal effort. I wouldn't trust it to save the phone from dust hitting it let alone a fall. Also the craftsmanship and fit of the case is just poor all around. I really like the color of this case and how it should look, but was greatly disappointed when it arrived.

Received product for free or discount for review.",1
"This candle turns on by itself every day and never at the same time.  It is suppose to have three settings , on, off, automatic and be able to use the remote on/off that is purchased separately.  I have five of these candles and this is the only one that is doing this.  I might have not noticed if I hadn't moved it to my bedroom and the light woke me up every night since.  If I had left it in another room i would not have noticed it coming on randomly in the middle of the night,  Very disappointed.  I don't have the box anymore so I don't guess I can return it.",0
"Most comfortable shoes I own, wear them all of the time.",0
"I absolutely LOVE this dress! It fits perfectly. The color is great, the fabric is sturdy but soft... and cool, which is important when the temperature gets up over 100 degrees! I hesitated before purchasing as typically I do not have good luck when it comes to sizes online (Unless I am familiar with the brand) but this fit exactly as it said it would.
Planning on ordering more in different colors. I got the red this time and have been getting compliments all day long on it at work!

Thank you!

Full Disclosure: I have either received this product at a discounted rate in exchange for my HONEST and unbiased review.
I will not recommend products that I do not truly believe are worthy. My integrity has always been of the utmost importance to me.
If this review is helpful to you, please let me know by clicking on ""helpful."" If it is not, please let me know what you felt was lacking.",1
